product_id,product_name,category,price
107,Air Fryer 0107,Home & Kitchen,1228.7
108,Backpack 0108,Fashion,219.83
109,USB Cable 0109,Mobiles,19573.48
110,Screen Guard 0110,Mobiles,4412.81
111,Car Charger 0111,Mobiles,60958.12
112,Desk Mat 0112,Office,5799.21
113,Hoodie 0113,Fashion,768.58
114,Mouse 0114,Electronics,985.4
115,Peanut Butter 0115,Grocery,88.4
116,Honey 0116,Grocery,1940.76
117,Cricket Bat 0117,Sports,8419.77
118,USB Hub 0118,Electronics,2541.13
119,Oats 0119,Grocery,71.7
120,Trimmer 0120,Beauty,857.0
121,Gym Gloves 0121,Sports,408.77
122,Face Wash 0122,Beauty,3173.31
123,AI Fundamentals 0123,Books,758.45
124,Badminton Racket 0124,Sports,1867.26
125,Headphones 0125,Electronics,27907.91
126,Wireless Earbuds 0126,Electronics,1328.93
127,Football 0127,Sports,457.65
128,Oats 0128,Grocery,1019.84
129,Smartphone 0129,Mobiles,316.97
130,System Design Book 0130,Books,2488.28
131,Bedsheet 0131,Home & Kitchen,6054.5
132,Face Wash 0132,Beauty,1241.82
133,Headphones 0133,Electronics,790.45
134,T-Shirt 0134,Fashion,820.61
135,Sunscreen 0135,Beauty,467.8
136,Hoodie 0136,Fashion,1842.43
137,Novel 0137,Books,1962.04
138,Bedsheet 0138,Home & Kitchen,318.26
139,Shampoo 0139,Beauty,5252.65
140,Phone Stand 0140,Mobiles,314.2
141,Hoodie 0141,Fashion,279.76
142,Pen Set 0142,Office,144.97
143,USB Cable 0143,Mobiles,1468.46
144,Lamp 0144,Home & Kitchen,2444.81
145,WiFi Adapter 0145,Computers,44326.65
146,Shirt 0146,Fashion,6562.62
147,Vacuum Cleaner 0147,Home & Kitchen,315.98
148,Bedsheet 0148,Home & Kitchen,15348.32
149,Bluetooth Speaker 0149,Electronics,1091.9
150,Dumbbell Set 0150,Sports,14191.2
151,Python Guide 0151,Books,2450.52
152,Keyboard 0152,Electronics,10811.25
153,Phone Case 0153,Mobiles,803.67
154,Hoodie 0154,Fashion,242.75
155,Kurta 0155,Fashion,3228.69
156,Watch 0156,Fashion,649.56
157,USB Cable 0157,Mobiles,608.69
158,Hoodie 0158,Fashion,5982.37
159,Smart Watch 0159,Electronics,718.23
160,Laptop 0160,Computers,6237.88
161,Jacket 0161,Fashion,287.69
162,Office Chair 0162,Office,2795.64
163,Olive Oil 0163,Grocery,366.46
164,Pen Set 0164,Office,6237.97
165,USB Hub 0165,Electronics,1545.82
166,Hoodie 0166,Fashion,285.6
167,Router 0167,Electronics,30734.86
168,Mixer Grinder 0168,Home & Kitchen,1092.23
169,Green Tea 0169,Grocery,131.09
170,Gaming Mouse 0170,Computers,900.89
171,Dry Fruits 0171,Grocery,150.3
172,Trimmer 0172,Beauty,653.95
173,Pen Set 0173,Office,191.31
174,Vacuum Cleaner 0174,Home & Kitchen,1239.72
175,Serum 0175,Beauty,726.41
176,Cricket Bat 0176,Sports,1123.42
177,Honey 0177,Grocery,91.59
178,Monitor 0178,Electronics,25323.32
179,Mini PC 0179,Computers,915.97
180,Docking Station 0180,Computers,121456.71
181,Cookware Set 0181,Home & Kitchen,325.57
182,Notebook 0182,Office,262.32
183,Honey 0183,Grocery,2723.22
184,Office Chair 0184,Office,2785.5
185,Watch 0185,Fashion,5771.85
186,Mini PC 0186,Computers,6449.82
187,Mixer Grinder 0187,Home & Kitchen,1242.53
188,Watch 0188,Fashion,7139.33
189,Olive Oil 0189,Grocery,251.15
190,Shirt 0190,Fashion,9495.71
191,Docking Station 0191,Computers,1089.65
192,Lamp 0192,Home & Kitchen,3185.88
193,Wireless Earbuds 0193,Electronics,10154.42
194,Green Tea 0194,Grocery,151.49
195,Monitor 0195,Electronics,1395.06
196,RAM Kit 0196,Computers,2468.76
197,Monitor 0197,Electronics,2883.2
198,Sunglasses 0198,Fashion,627.39
199,Dry Fruits 0199,Grocery,635.99
200,System Design Book 0200,Books,448.75
201,T-Shirt 0201,Fashion,5358.23
202,Bottle 0202,Home & Kitchen,3214.45
203,Oats 0203,Grocery,823.65
204,Backpack 0204,Fashion,3649.67
205,Screen Guard 0205,Mobiles,1081.08
206,Resistance Band 0206,Sports,8704.5
207,Desk Mat 0207,Office,775.96
208,Power Bank 0208,Electronics,4619.04
209,Jacket 0209,Fashion,1701.08
210,Vacuum Cleaner 0210,Home & Kitchen,20947.81
211,Dry Fruits 0211,Grocery,89.11
212,Laptop Stand 0212,Computers,947.4
213,Finance Book 0213,Books,225.76
214,Smartphone 0214,Mobiles,3681.76
215,Protein Cereal 0215,Grocery,411.55
216,Badminton Racket 0216,Sports,319.98
217,Mechanical Keyboard 0217,Computers,1580.23
218,Cookware Set 0218,Home & Kitchen,2250.41
219,Fast Charger 0219,Mobiles,9837.99
220,Mixer Grinder 0220,Home & Kitchen,379.71
221,Smartphone 0221,Mobiles,307.98
222,Headphones 0222,Electronics,28147.08
223,Mechanical Keyboard 0223,Computers,5539.43
224,Bluetooth Speaker 0224,Electronics,19615.01
225,Resistance Band 0225,Sports,14806.47
226,Router 0226,Electronics,3615.44
227,Monitor 0227,Electronics,58607.75
228,Olive Oil 0228,Grocery,67.02
229,Bottle 0229,Home & Kitchen,1657.17
230,Gym Gloves 0230,Sports,1037.76
231,Novel 0231,Books,336.64
232,Smartphone 0232,Mobiles,868.07
233,Storage Box 0233,Home & Kitchen,1491.25
234,Football 0234,Sports,2228.61
235,Keyboard 0235,Electronics,33014.23
236,RAM Kit 0236,Computers,21835.33
237,Car Charger 0237,Mobiles,51507.06
238,Phone Stand 0238,Mobiles,35845.98
239,Power Bank 0239,Electronics,86549.19
240,Green Tea 0240,Grocery,580.77
241,Bottle 0241,Home & Kitchen,446.04
242,Football 0242,Sports,21486.59
243,Wireless Charger 0243,Mobiles,73932.8
244,Python Guide 0244,Books,811.54
245,Running Shoes 0245,Sports,7244.77
246,Hair Dryer 0246,Beauty,3291.85
247,Laptop 0247,Computers,25050.16
248,Peanut Butter 0248,Grocery,1538.29
249,T-Shirt 0249,Fashion,9239.81
250,Sneakers 0250,Fashion,223.27
251,Dumbbell Set 0251,Sports,1418.69
252,Peanut Butter 0252,Grocery,56.16
253,Power Bank 0253,Electronics,4239.56
254,Novel 0254,Books,1570.53
255,Yoga Mat 0255,Sports,636.47
256,Perfume 0256,Beauty,1168.27
257,Docking Station 0257,Computers,56341.31
258,Headphones 0258,Electronics,4421.97
259,Trimmer 0259,Beauty,2263.14
260,Jeans 0260,Fashion,656.88
261,Laptop 0261,Computers,3037.31
262,Watch 0262,Fashion,1062.91
263,Fast Charger 0263,Mobiles,47800.81
264,File Folder 0264,Office,4328.42
265,Biography 0265,Books,1513.81
266,Mouse 0266,Electronics,1197.81
267,Wireless Earbuds 0267,Electronics,894.01
268,Pen Set 0268,Office,1540.83
269,Bedsheet 0269,Home & Kitchen,1008.57
270,Sneakers 0270,Fashion,3052.97
271,Fast Charger 0271,Mobiles,1240.64
272,Finance Book 0272,Books,984.9
273,Shirt 0273,Fashion,1041.54
274,Honey 0274,Grocery,941.62
275,SQL Handbook 0275,Books,117.48
276,Kettle 0276,Home & Kitchen,3800.65
277,Desk Organizer 0277,Office,1853.39
278,Backpack 0278,Fashion,1152.79
279,Office Chair 0279,Office,60.92
280,Smartphone 0280,Mobiles,8945.76
281,Keyboard 0281,Electronics,1230.44
282,System Design Book 0282,Books,272.29
283,Fast Charger 0283,Mobiles,35682.21
284,Dry Fruits 0284,Grocery,681.66
285,Toaster 0285,Home & Kitchen,14578.07
286,Resistance Band 0286,Sports,4796.82
287,Kurta 0287,Fashion,324.32
288,Gaming Mouse 0288,Computers,6999.34
289,Smartphone 0289,Mobiles,14348.69
290,File Folder 0290,Office,81.58
291,Router 0291,Electronics,9169.95
292,Green Tea 0292,Grocery,1526.06
293,Honey 0293,Grocery,2541.69
294,Novel 0294,Books,125.31
295,Yoga Mat 0295,Sports,2101.1
296,Jeans 0296,Fashion,9571.54
297,Keyboard 0297,Electronics,63552.44
298,Mini PC 0298,Computers,33311.23
299,Bluetooth Speaker 0299,Electronics,89699.57
300,Dry Fruits 0300,Grocery,62.81
301,Backpack 0301,Fashion,4572.48
302,Keyboard 0302,Electronics,46566.71
303,Toaster 0303,Home & Kitchen,25789.98
304,Peanut Butter 0304,Grocery,2651.52
305,Docking Station 0305,Computers,149990.25
306,Novel 0306,Books,602.87
307,Serum 0307,Beauty,741.59
308,Router 0308,Electronics,9176.71
309,Smart Watch 0309,Electronics,2928.36
310,Bluetooth Speaker 0310,Electronics,1126.98
311,Yoga Mat 0311,Sports,2848.42
312,Smart Watch 0312,Electronics,4116.19
313,Hoodie 0313,Fashion,252.12
314,Vacuum Cleaner 0314,Home & Kitchen,1768.56
315,Router 0315,Electronics,4667.58
316,Dry Fruits 0316,Grocery,469.57
317,WiFi Adapter 0317,Computers,23582.49
318,Screen Guard 0318,Mobiles,3605.88
319,Toaster 0319,Home & Kitchen,404.16
320,Headphones 0320,Electronics,502.03
321,USB Hub 0321,Electronics,86795.91
322,Air Fryer 0322,Home & Kitchen,17375.7
323,Wireless Earbuds 0323,Electronics,33670.31
324,Mixer Grinder 0324,Home & Kitchen,3268.27
325,Vacuum Cleaner 0325,Home & Kitchen,26037.72
326,Finance Book 0326,Books,1120.16
327,Dry Fruits 0327,Grocery,96.3
328,Mixer Grinder 0328,Home & Kitchen,4103.43
329,Dry Fruits 0329,Grocery,150.63
330,Fast Charger 0330,Mobiles,17766.73
331,AI Fundamentals 0331,Books,1020.3
332,Watch 0332,Fashion,7717.24
333,Monitor 0333,Electronics,3036.43
334,Protein Cereal 0334,Grocery,781.72
335,Laptop 0335,Computers,6317.16
336,Vacuum Cleaner 0336,Home & Kitchen,2417.73
337,Smartphone 0337,Mobiles,515.96
338,Shirt 0338,Fashion,1422.51
339,Air Fryer 0339,Home & Kitchen,839.55
340,Lamp 0340,Home & Kitchen,202.72
341,Coffee 0341,Grocery,108.78
342,Fast Charger 0342,Mobiles,29310.69
343,Monitor 0343,Electronics,79024.79
344,Storage Box 0344,Home & Kitchen,271.17
345,Headphones 0345,Electronics,3763.59
346,Desk Mat 0346,Office,307.46
347,Whiteboard 0347,Office,7764.62
348,Laptop Stand 0348,Computers,19654.93
349,Yoga Mat 0349,Sports,24889.85
350,Bedsheet 0350,Home & Kitchen,12165.18
351,Monitor 0351,Electronics,1623.57
352,Router 0352,Electronics,2961.9
353,Novel 0353,Books,444.23
354,Gym Gloves 0354,Sports,359.17
355,USB Cable 0355,Mobiles,5595.15
356,Hoodie 0356,Fashion,9371.17
357,Mouse 0357,Electronics,39311.94
358,Olive Oil 0358,Grocery,960.79
359,Football 0359,Sports,508.55
360,Storage Box 0360,Home & Kitchen,629.33
361,Gaming Mouse 0361,Computers,12997.73
362,Phone Stand 0362,Mobiles,787.15
363,Office Chair 0363,Office,582.17
364,Dry Fruits 0364,Grocery,379.1
365,Mouse 0365,Electronics,24675.63
366,Laptop Stand 0366,Computers,2706.81
367,Docking Station 0367,Computers,59868.77
368,Yoga Mat 0368,Sports,205.75
369,Novel 0369,Books,156.87
370,Laptop Stand 0370,Computers,2329.65
371,Bedsheet 0371,Home & Kitchen,567.24
372,External SSD 0372,Computers,28504.97
373,Kurta 0373,Fashion,6428.89
374,Toaster 0374,Home & Kitchen,882.86
375,Cookware Set 0375,Home & Kitchen,392.1
376,SQL Handbook 0376,Books,236.24
377,Mechanical Keyboard 0377,Computers,17761.84
378,Trimmer 0378,Beauty,2700.31
379,Python Guide 0379,Books,462.57
380,Vacuum Cleaner 0380,Home & Kitchen,3494.57
381,Olive Oil 0381,Grocery,165.47
382,Peanut Butter 0382,Grocery,173.39
383,Cricket Bat 0383,Sports,316.28
384,Toaster 0384,Home & Kitchen,13241.85
385,Bottle 0385,Home & Kitchen,1999.49
386,Power Bank 0386,Electronics,20294.44
387,Sunglasses 0387,Fashion,432.56
388,Calculator 0388,Office,788.5
389,USB Cable 0389,Mobiles,1478.19
390,Office Chair 0390,Office,1440.18
391,Jacket 0391,Fashion,2113.54
392,Hoodie 0392,Fashion,1248.08
393,Dry Fruits 0393,Grocery,796.4
394,Mouse 0394,Electronics,561.91
395,SSD 0395,Electronics,7051.8
396,Resistance Band 0396,Sports,21001.74
397,Moisturizer 0397,Beauty,1969.93
398,Cricket Bat 0398,Sports,988.44
399,Vacuum Cleaner 0399,Home & Kitchen,20827.78
400,Resistance Band 0400,Sports,4343.52
401,Resistance Band 0401,Sports,4522.1
402,RAM Kit 0402,Computers,10620.84
403,Bedsheet 0403,Home & Kitchen,16137.26
404,Kurta 0404,Fashion,1066.31
405,SSD 0405,Electronics,3211.02
406,T-Shirt 0406,Fashion,492.04
407,Smartphone 0407,Mobiles,728.68
408,Bottle 0408,Home & Kitchen,447.26
409,Phone Stand 0409,Mobiles,1300.67
410,Novel 0410,Books,192.46
411,Finance Book 0411,Books,206.59
412,Hoodie 0412,Fashion,744.41
413,T-Shirt 0413,Fashion,437.4
414,Backpack 0414,Fashion,4356.23
415,Car Charger 0415,Mobiles,4212.93
416,Biography 0416,Books,187.84
417,Toaster 0417,Home & Kitchen,2684.12
418,Smart Watch 0418,Electronics,23114.06
419,USB Hub 0419,Electronics,1067.97
420,Serum 0420,Beauty,6146.38
421,Phone Stand 0421,Mobiles,1147.91
422,Cricket Bat 0422,Sports,1085.09
423,Kettle 0423,Home & Kitchen,589.86
424,Data Science Book 0424,Books,171.4
425,Badminton Racket 0425,Sports,16829.05
426,Air Fryer 0426,Home & Kitchen,618.5
427,Calculator 0427,Office,1706.22
428,Bluetooth Speaker 0428,Electronics,10168.28
429,Wireless Earbuds 0429,Electronics,2400.35
430,Vacuum Cleaner 0430,Home & Kitchen,9060.42
431,Running Shoes 0431,Sports,543.49
432,Oats 0432,Grocery,268.39
433,Wireless Charger 0433,Mobiles,32847.52
434,Hoodie 0434,Fashion,2328.42
435,Docking Station 0435,Computers,11786.1
436,Sneakers 0436,Fashion,284.63
437,Notebook 0437,Office,3219.05
438,T-Shirt 0438,Fashion,2082.64
439,Vacuum Cleaner 0439,Home & Kitchen,939.4
440,Peanut Butter 0440,Grocery,677.73
441,T-Shirt 0441,Fashion,609.01
442,Football 0442,Sports,6328.62
443,Air Fryer 0443,Home & Kitchen,16707.97
444,Docking Station 0444,Computers,50693.69
445,System Design Book 0445,Books,565.16
446,Yoga Mat 0446,Sports,7260.75
447,Trimmer 0447,Beauty,175.82
448,Notebook 0448,Office,1632.1
449,Car Charger 0449,Mobiles,79183.21
450,Power Bank 0450,Electronics,4971.02
451,Perfume 0451,Beauty,2555.04
452,Air Fryer 0452,Home & Kitchen,3284.53
453,Football 0453,Sports,22332.62
454,Smartphone 0454,Mobiles,2580.03
455,Watch 0455,Fashion,1456.14
456,Kurta 0456,Fashion,233.28
457,Mouse 0457,Electronics,673.61
458,Graphics Tablet 0458,Computers,72293.13
459,Finance Book 0459,Books,244.8
460,Sunscreen 0460,Beauty,317.33
461,External SSD 0461,Computers,5214.57
462,Hoodie 0462,Fashion,724.73
463,Desk Organizer 0463,Office,3843.9
464,Finance Book 0464,Books,109.84
465,Docking Station 0465,Computers,1114.07
466,T-Shirt 0466,Fashion,452.24
467,Olive Oil 0467,Grocery,632.98
468,Phone Case 0468,Mobiles,72868.56
469,T-Shirt 0469,Fashion,456.44
470,Kettle 0470,Home & Kitchen,861.01
471,Air Fryer 0471,Home & Kitchen,381.11
472,Dumbbell Set 0472,Sports,1559.98
473,Mechanical Keyboard 0473,Computers,56205.12
474,Power Bank 0474,Electronics,21795.54
475,Hair Dryer 0475,Beauty,2130.28
476,Calculator 0476,Office,2140.41
477,Dumbbell Set 0477,Sports,4355.66
478,Coffee 0478,Grocery,58.34
479,Moisturizer 0479,Beauty,392.9
480,Jacket 0480,Fashion,464.99
481,Router 0481,Electronics,4331.29
482,Resistance Band 0482,Sports,200.22
483,Trimmer 0483,Beauty,396.02
484,Wireless Earbuds 0484,Electronics,1190.33
485,Wireless Charger 0485,Mobiles,965.87
486,Cookware Set 0486,Home & Kitchen,38239.64
487,Green Tea 0487,Grocery,104.62
488,Car Charger 0488,Mobiles,54253.37
489,Router 0489,Electronics,807.45
490,Phone Case 0490,Mobiles,3095.92
491,Green Tea 0491,Grocery,573.09
492,Hoodie 0492,Fashion,313.38
493,Peanut Butter 0493,Grocery,56.87
494,Screen Guard 0494,Mobiles,9867.88
495,System Design Book 0495,Books,1458.99
496,Kurta 0496,Fashion,1106.56
497,Kettle 0497,Home & Kitchen,299.05
498,Wireless Earbuds 0498,Electronics,14014.06
499,Shirt 0499,Fashion,2066.19
500,Gaming Mouse 0500,Computers,40781.39
501,Whiteboard 0501,Office,53.71
502,Green Tea 0502,Grocery,578.84
503,SSD 0503,Electronics,1564.8
504,Moisturizer 0504,Beauty,2817.4
505,Car Charger 0505,Mobiles,805.79
506,SSD 0506,Electronics,46174.24
507,Protein Cereal 0507,Grocery,58.09
508,Power Bank 0508,Electronics,5977.71
509,AI Fundamentals 0509,Books,491.05
510,Backpack 0510,Fashion,900.3
511,Badminton Racket 0511,Sports,2717.96
512,Screen Guard 0512,Mobiles,452.74
513,Oats 0513,Grocery,2029.73
514,Sunscreen 0514,Beauty,2347.02
515,SQL Handbook 0515,Books,2456.42
516,Backpack 0516,Fashion,8004.26
517,Kettle 0517,Home & Kitchen,7090.67
518,Bluetooth Speaker 0518,Electronics,8888.52
519,USB Hub 0519,Electronics,693.91
520,Bluetooth Speaker 0520,Electronics,15975.43
521,USB Hub 0521,Electronics,19997.97
522,Football 0522,Sports,512.36
523,Laptop 0523,Computers,16968.78
524,Running Shoes 0524,Sports,3296.19
525,Coffee 0525,Grocery,286.46
526,Bluetooth Speaker 0526,Electronics,30342.9
527,Trimmer 0527,Beauty,1380.82
528,Kurta 0528,Fashion,3101.13
529,Pen Set 0529,Office,4403.87
530,Olive Oil 0530,Grocery,663.29
531,Watch 0531,Fashion,5782.36
532,Keyboard 0532,Electronics,3226.66
533,Screen Guard 0533,Mobiles,444.05
534,Football 0534,Sports,9174.65
535,Bluetooth Speaker 0535,Electronics,4089.96
536,Screen Guard 0536,Mobiles,91075.74
537,Coffee 0537,Grocery,138.85
538,Resistance Band 0538,Sports,11527.22
539,Green Tea 0539,Grocery,843.87
540,Cookware Set 0540,Home & Kitchen,776.21
541,Shampoo 0541,Beauty,328.62
542,Sneakers 0542,Fashion,597.03
543,Coffee 0543,Grocery,1431.4
544,USB Hub 0544,Electronics,33812.71
545,Yoga Mat 0545,Sports,1471.66
546,Webcam 0546,Electronics,1949.08
547,Air Fryer 0547,Home & Kitchen,3827.27
548,Biography 0548,Books,626.54
549,Keyboard 0549,Electronics,1041.61
550,Pen Set 0550,Office,248.19
551,SQL Handbook 0551,Books,252.79
552,Wireless Charger 0552,Mobiles,74204.56
553,Power Bank 0553,Electronics,16589.24
554,Sneakers 0554,Fashion,1178.67
555,Dumbbell Set 0555,Sports,13871.52
556,Shampoo 0556,Beauty,120.58
557,Bedsheet 0557,Home & Kitchen,2752.87
558,Watch 0558,Fashion,322.76
559,Calculator 0559,Office,5574.42
560,Phone Case 0560,Mobiles,677.92
561,Hair Dryer 0561,Beauty,174.82
562,Hair Dryer 0562,Beauty,143.68
563,Resistance Band 0563,Sports,386.05
564,Resistance Band 0564,Sports,1632.15
565,Badminton Racket 0565,Sports,3560.43
566,Monitor 0566,Electronics,47289.89
567,Watch 0567,Fashion,1320.34
568,Monitor 0568,Electronics,3403.44
569,Webcam 0569,Electronics,24054.97
570,Perfume 0570,Beauty,120.53
571,Mouse 0571,Electronics,35672.13
572,Bottle 0572,Home & Kitchen,594.24
573,Cricket Bat 0573,Sports,944.85
574,USB Cable 0574,Mobiles,2361.66
575,Phone Stand 0575,Mobiles,46606.67
576,Mouse 0576,Electronics,23944.42
577,Hoodie 0577,Fashion,667.3
578,Cookware Set 0578,Home & Kitchen,2194.41
579,Wireless Earbuds 0579,Electronics,2910.8
580,USB Hub 0580,Electronics,3237.92
581,Football 0581,Sports,982.9
582,Football 0582,Sports,6427.87
583,Lamp 0583,Home & Kitchen,25967.82
584,SSD 0584,Electronics,73371.3
585,Sneakers 0585,Fashion,2680.31
586,Gaming Mouse 0586,Computers,35664.14
587,Yoga Mat 0587,Sports,3696.64
588,Protein Cereal 0588,Grocery,2126.34
589,Dry Fruits 0589,Grocery,969.55
590,Perfume 0590,Beauty,5358.34
591,Python Guide 0591,Books,245.29
592,Router 0592,Electronics,61350.82
593,Storage Box 0593,Home & Kitchen,812.36
594,Dry Fruits 0594,Grocery,806.94
595,Sunglasses 0595,Fashion,2020.53
596,Sneakers 0596,Fashion,237.48
597,Bluetooth Speaker 0597,Electronics,4588.4
598,Jacket 0598,Fashion,286.15
599,Air Fryer 0599,Home & Kitchen,19599.96
600,Green Tea 0600,Grocery,386.9
601,SQL Handbook 0601,Books,1327.32
602,Shirt 0602,Fashion,5812.73
603,Monitor 0603,Electronics,2976.93
604,Air Fryer 0604,Home & Kitchen,10898.15
605,Storage Box 0605,Home & Kitchen,7300.86
606,Wireless Charger 0606,Mobiles,4648.02
607,Car Charger 0607,Mobiles,57893.9
608,Bedsheet 0608,Home & Kitchen,2855.46
609,Desk Organizer 0609,Office,138.54
610,Running Shoes 0610,Sports,10676.11
611,Keyboard 0611,Electronics,2315.4
612,Laptop 0612,Computers,2307.62
613,Webcam 0613,Electronics,77010.04
614,Data Science Book 0614,Books,591.25
615,USB Cable 0615,Mobiles,1380.05
616,Fast Charger 0616,Mobiles,6656.68
617,Mixer Grinder 0617,Home & Kitchen,37336.52
618,Kettle 0618,Home & Kitchen,2000.25
619,Coffee 0619,Grocery,437.78
620,Sunglasses 0620,Fashion,642.5
621,AI Fundamentals 0621,Books,127.78
622,SQL Handbook 0622,Books,746.53
623,Screen Guard 0623,Mobiles,19067.11
624,Hair Dryer 0624,Beauty,1135.25
625,Jeans 0625,Fashion,852.46
626,Cricket Bat 0626,Sports,1350.09
627,USB Hub 0627,Electronics,596.85
628,Green Tea 0628,Grocery,141.01
629,Office Chair 0629,Office,50.0
630,Face Wash 0630,Beauty,3401.0
631,Keyboard 0631,Electronics,3162.96
632,Hoodie 0632,Fashion,888.37
633,Wireless Charger 0633,Mobiles,1988.46
634,Dry Fruits 0634,Grocery,65.12
635,Serum 0635,Beauty,151.37
636,Mouse 0636,Electronics,1620.88
637,Perfume 0637,Beauty,3118.04
638,Oats 0638,Grocery,633.82
639,Honey 0639,Grocery,55.09
640,Wireless Earbuds 0640,Electronics,24092.51
641,Perfume 0641,Beauty,267.46
642,Wireless Charger 0642,Mobiles,2733.91
643,Gym Gloves 0643,Sports,10160.48
644,Dumbbell Set 0644,Sports,6900.17
645,Jeans 0645,Fashion,5298.54
646,Vacuum Cleaner 0646,Home & Kitchen,264.55
647,Cricket Bat 0647,Sports,347.95
648,Shirt 0648,Fashion,1405.87
649,Docking Station 0649,Computers,7876.31
650,Oats 0650,Grocery,369.47
651,Phone Case 0651,Mobiles,97460.42
652,Mechanical Keyboard 0652,Computers,1848.07
653,WiFi Adapter 0653,Computers,4300.06
654,Sunglasses 0654,Fashion,210.04
655,Cookware Set 0655,Home & Kitchen,36080.79
656,Football 0656,Sports,9396.76
657,Sneakers 0657,Fashion,1205.24
658,Running Shoes 0658,Sports,685.29
